指标名称,资金净流入额：A股,资金净流入额：主板,美元指数,GDP：当季值,GDP：当季同比,GDP增长贡献率：最终消费支出,GDP增长贡献率：资本形成总额,GDP增长贡献率：货物和服务净出口,全社会用电量：当月值,全社会用电量：当月同比,GDP：当季同比,工业增加值：当月同比,资产负债率,应收账款平均回收期,利润总额：累计同比,工业企业：利润总额：当月同比,固定资产投资完成额：累计同比,房地产开发投资完成额：开发计划总投资：累计同比,房地产开发投资完成额：开发新增固定资产：累计同比,房地产开发计划总投资：当月值,房地产开发新增固定资产投资：当月值,贸易顺差：当月值,贸易顺差：当月同比,财政预算收入：当月值,财政预算收入：当月同比,CPI：当月同比,PPI：全部工业品：当月同比,M2：同比,M2：环比,M2,PMI,宏观经济景气指数：预警指数,涨跌幅：上证综合指数,涨跌幅：沪深300指数
单位,元,元,1973年3月=100,亿元,%,%,%,%,亿千瓦时,%,%,%,%,天,%,%,%,%,%,万元,万元,千美元,%,亿元,%,%,%,%,%,亿元,%,,%,%
2014-12-19,-31655184909,-16755790003,89.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,1.11
2014-12-22,-56876712513,-38290881771,89.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.33
2014-12-23,-36977745887,-27500325812,90.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.03,-2.05
2014-12-24,-36647139101,-35719969468,89.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.98,-2.84
2014-12-25,582314116,3956975036,89.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36,3.25
2014-12-26,249331094,6131772278,90.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,3.31
2014-12-29,-48815746160,-35624634716,90.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.28
2014-12-30,-38022257176,-26939768492,89.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,0.06
2014-12-31,-5940772072,-2621186013,90.27,180828.9,7.2,51.2,48.6,0.2,5117,4.15,7.2,7.9,56.84,,3.3,-8,15.7,14.4,10.3,63064450,118428401,49611875,93.49,10755.12,13.3,1.5,-3.32,12.2,1.64,1228374.81,50.1,73.3,2.18,2.2
2015-01-01,,,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02,,,91.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05,-481713423,4062300548,91.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,3.05
2015-01-06,-23557948711,-26923164787,91.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,-0.01
2015-01-07,-18994067854,-13179514858,91.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.08
2015-01-08,-41407869560,-42619578284,92.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.39,-2.32
2015-01-09,-3092334969,-2138824805,91.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24,-0.35
2015-01-12,-41445733422,-39429018047,92.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.71,-0.93
2015-01-13,-9601440355,-15956505891,92.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.01
2015-01-14,-16465900870,-14534590285,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,-0.33
2015-01-15,8972522693,10402997075,92.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54,2.9
2015-01-16,-3358806241,-6312836549,92.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.86
2015-01-19,-72390214274,-66121446840,92.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.7,-7.7
2015-01-20,9111486419,-1958644461,93.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,1.22
2015-01-21,23163530602,22193833538,92.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74,4.5
2015-01-22,-4504363068,-3536805948,94.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.53
2015-01-23,-30217712891,-15385521913,95.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.12
2015-01-26,-367856693,-2817986303,94.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,1.01
2015-01-27,-36096004600,-30237548699,94.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.89,-0.92
2015-01-28,-31966616160,-24783429819,94.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.41,-1.39
2015-01-29,-28069320728,-23209527569,94.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.31,-1.23
2015-01-30,-36878978432,-28094053714,94.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.59,-1.36
2015-01-31,,,,,,,,,,,,,,,,,,,,,,60031885,88.37,16203.42,4.98,0.8,-4.32,10.8,1.17,1242710.22,49.8,68,,
2015-02-02,-22374555781,-19908309380,94.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.56,-2.34
2015-02-03,553098753,-5210498471,93.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,2.49
2015-02-04,-18993627720,-14446046576,94.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.96,-1.04
2015-02-05,-19112831010,-19585987618,93.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.18,-1.02
2015-02-06,-36131541246,-27205547375,94.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.93,-1.62
2015-02-09,-8995979896,-3521250403,94.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,1.01
2015-02-10,-583377694,48840511,94.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.82
2015-02-11,489584944,-1597627221,94.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.8
2015-02-12,-8387076712,-6520936280,94.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.25
2015-02-13,3800645400,913813146,94.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.78
2015-02-16,1229006286,-5479660121,94.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.85
2015-02-17,-11966127903,-7965234084,94.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.65
2015-02-18,,,94.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-19,,,94.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-20,,,94.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-23,,,94.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-24,,,94.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-25,-23238910615,-15082392584,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.56,-1.24
2015-02-26,-636154988,6817978887,95.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,2.52
2015-02-27,-8272567223,-8300298649,95.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.18
2015-02-28,,,,,,,,,3595,-6.3,,,56.9,39.5,-4.2,,13.9,14.2,7.7,,,60618996,-363.69,9513.08,0.26,1.4,-4.8,12.5,1.18,1257380.48,49.9,68,,
2015-03-02,-14603762539,-16999034655,95.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.8
2015-03-03,-49586905414,-39260911555,95.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.19,-2.59
2015-03-04,-13723898564,-15658943308,95.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.65
2015-03-05,-35171801259,-29979843423,96.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.95,-0.98
2015-03-06,-44463096054,-24723391170,97.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22,-0.51
2015-03-09,-4946909649,-4615679248,97.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,1.7
2015-03-10,-10139670640,-12256116354,98.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49,-0.48
2015-03-11,-27261275675,-17287202207,99.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.11
2015-03-12,-13255251183,3384190587,99.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,1.93
2015-03-13,-5357585145,-5251042541,100.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.69
2015-03-16,16127022436,11706328276,99.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,2.43
2015-03-17,-15364852872,1521671493,99.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,1.39
2015-03-18,-4344330397,470282748,97.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,2.37
2015-03-19,-38734115505,-21932076302,99.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,-0.16
2015-03-20,-28597862686,-18879458271,97.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.38
2015-03-23,-23079806793,-18568422942,97.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,2.04
2015-03-24,-76073293326,-52950356829,97.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.02
2015-03-25,-53446316304,-45317089746,96.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.83,-0.82
2015-03-26,-64893303365,-27896660418,97.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.24
2015-03-27,-20474428029,-15513794277,97.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.55
2015-03-30,-18517259136,5268147170,97.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,2.93
2015-03-31,-70188689433,-65220171161,98.41,151137.9,7,64.1,16.7,19.2,4448,-2.2,7,5.6,57.2,37.5,-2.7,-0.4,13.5,14.3,2,56032356,26337195,3081216,-60,10690.62,5.8,1.4,-4.56,11.6,1.43,1275332.78,50.1,68,-1.02,-0.9
2015-04-01,10877405506,4073087113,98.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,1.79
2015-04-02,-41679910756,-36232030445,97.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.02
2015-04-03,-6521405169,-442336055,96.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.11
2015-04-06,,,97.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-07,-19048179976,-2394788544,97.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,2.15
2015-04-08,-91935140344,-45437748039,98.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.84
2015-04-09,-88036030687,-57057448639,98.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.93,-0.78
2015-04-10,6305622158,5067580127,99.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,1.93
2015-04-13,-30847177324,-19039407983,99.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,1.76
2015-04-14,-73318795981,-46070049909,98.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.39
2015-04-15,-1.00836E+11,-62992791080,98.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.24,-1.3
2015-04-16,-20135745471,-8680372476,97.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,3.04
2015-04-17,-33215792282,-7766949577,97.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,1.83
2015-04-20,-1.246E+11,-95214081709,97.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.64,-1.61
2015-04-21,5844712264,-7731163157,97.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,2.15
2015-04-22,5824139097,11135134493,98.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,2.61
2015-04-23,-86122020926,-70516234383,97.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.02
2015-04-24,-91375180849,-73626181471,96.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47,-0.81
2015-04-27,-34415042967,-12595926888,96.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,2.23
2015-04-28,-1.493E+11,-1.0299E+11,96.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.13,-1.37
2015-04-29,-11300953731,-18162042630,95.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.68
2015-04-30,-31929979349,-26403487548,94.83,,,,,,4415,1.3,,5.9,57.3,37.1,-1.3,2.6,12,13.7,-0.9,76954961,16010743,34134481,84.98,13502.09,8.2,1.5,-4.57,10.1,0.43,1280779.14,50.1,68,-0.78,-0.51
2015-05-01,,,95.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,-21528657483,-14044950657,95.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.8
2015-05-05,-1.27203E+11,-1.04746E+11,95.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.06,-3.99
2015-05-06,-27888749651,-30314361946,94.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.62,-0.95
2015-05-07,-36360107262,-27890832140,94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.77,-1.83
2015-05-08,-2729633806,-17846785789,94.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,1.98
2015-05-11,12303421636,2508713613,95.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,2.9
2015-05-12,-26714146226,-11767751673,94.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,1.21
2015-05-13,-57753700071,-47270578783,93.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.58,-0.61
2015-05-14,-49942974248,-35597598255,93.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,-0.37
2015-05-15,-76182739667,-60505752067,93.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.59,-1.77
2015-05-18,-35530950451,-41557054858,94.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.58,-0.92
2015-05-19,6995180703,18026917457,95.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13,3.41
2015-05-20,-43189681476,-27637336811,95.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.5
2015-05-21,-35820904307,-17857556176,95.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,1.81
2015-05-22,-79953068557,-21764329404,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,2.28
2015-05-25,-44149691249,-16176932756,96.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35,2.99
2015-05-26,-53709963632,-40703120036,97.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,1.95
2015-05-27,-1.39027E+11,-89878653171,97.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,-0.34
2015-05-28,-2.52497E+11,-1.78605E+11,96.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.5,-6.71
2015-05-29,-49566617887,-47102428919,96.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18,0.14
2015-05-31,,,,,,,,,4567,1.6,,6.1,57.3,36.8,-0.8,0.6,11.4,13.4,-6.6,106326254,21529400,59488000,65.6,14355.49,5,1.2,-4.61,10.8,2.08,1307357.63,50.2,64.7,,
2015-06-01,20578559599,14874526826,97.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,4.86
2015-06-02,-52677627848,-44436069680,95.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,1.69
2015-06-03,-1.1985E+11,-79060426989,95.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-0.35
2015-06-04,-1.35568E+11,-84344900895,95.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.74
2015-06-05,-57288691454,-22532744733,96.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,0.95
2015-06-08,-92670270613,-32504041451,95.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,2.36
2015-06-09,-1.20424E+11,-95883173014,95.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.36,-0.68
2015-06-10,-27993277133,-38237428397,94.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15,-0.16
2015-06-11,-76444189414,-58588041221,95.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,-0.05
2015-06-12,-54467222174,-34902923858,94.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.54
2015-06-15,-1.66674E+11,-1.0847E+11,94.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2.14
2015-06-16,-1.73491E+11,-1.27563E+11,94.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.47,-2.99
2015-06-17,-37848842626,-28838155161,94.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,1.46
2015-06-18,-1.2812E+11,-88937164699,94.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.67,-4.05
2015-06-19,-1.02205E+11,-78476233476,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.42,-5.95
2015-06-22,,,94.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,-32387980449,-19664505884,95.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,3.21
2015-06-24,-38028165169,-13284614847,95.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,1.96
2015-06-25,-1.32078E+11,-90694056140,95.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.46,-3.56
2015-06-26,-1.76744E+11,-1.29713E+11,95.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.4,-7.87
2015-06-29,-73607246871,-44376034089,94.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.34,-3.34
2015-06-30,-1053883494,-511524421,95.5,168549.7,7,60,35.7,4.3,4723,1.8,7,6.8,57.2,36.1,-0.7,-0.3,11.4,12.9,-8.8,129232123,26843400,46538778,47.44,15335.24,13.9,1.4,-4.81,11.8,1.99,1333375.36,50.2,64.7,5.53,6.71
2015-07-01,-1.05709E+11,-76519577318,96.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.23,-4.92
2015-07-02,-1.21225E+11,-80629917678,96.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.48,-3.41
2015-07-03,-73218690214,-54425420796,95.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.77,-5.41
2015-07-06,-71736468610,-24911774089,96.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,2.9
2015-07-07,-5005089788,9533532962,96.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.29,-1.76
2015-07-08,1.02364E+11,66970779561,96.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,-6.75
2015-07-09,82758022579,67636679177,96.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76,6.4
2015-07-10,-4528543261,-6431151010,95.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54,5.36
2015-07-13,-47234266968,-36566275146,96.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,2.56
2015-07-14,-80334873296,-64751752664,96.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.16,-2.37
2015-07-15,-1.06902E+11,-67510124592,97.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.03,-3.54
2015-07-16,5758671634,5629628743,97.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.77
2015-07-17,50725162156,35090435596,97.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51,3.86
2015-07-20,-63528793384,-39869979291,98.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.22
2015-07-21,-1276236775,4380692871,97.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.13
2015-07-22,-52326280642,-33885207088,97.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,-0.21
2015-07-23,50059783310,43069509747,97.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,2.25
2015-07-24,-93422869234,-60662164038,97.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.29,-1.75
2015-07-27,-1.78667E+11,-1.19879E+11,96.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.48,-8.56
2015-07-28,-43603084172,-16920934743,96.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.68,-0.2
2015-07-29,-24690969758,-6171399451,97.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44,3.13
2015-07-30,-39027540743,-20799938228,97.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2,-2.93
2015-07-31,-29550529011,-18690734225,97.23,,,,,,5034,-1.3,,6,57,35.9,-1,-2.9,11.2,12.2,-8.4,106725094,19346797,43024946,-9.04,14249.36,12.5,1.6,-5.37,13.3,1.49,1353210.92,50,67.3,-1.13,0.03
2015-08-03,-34347584492,-10015500927,97.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.11,0.33
2015-08-04,55986424737,40829283032,97.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69,3.11
2015-08-05,-40110976819,-23942995200,97.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.65,-2.06
2015-08-06,-18099867357,-12521191188,97.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.89,-0.91
2015-08-07,50299203076,32337416267,97.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,1.96
2015-08-10,65909777228,53583095509,97.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92,4.54
2015-08-11,-45181057571,-31416238806,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-0.43
2015-08-12,-67905977479,-38233158925,96.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.06,-1.24
2015-08-13,-2517225827,2324575082,96.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,1.48
2015-08-14,-20509538740,-7757686309,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,-0.05
2015-08-17,-32192161918,-16621342933,96.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.11
2015-08-18,-1.70239E+11,-1.18156E+11,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.15,-6.19
2015-08-19,-35837211374,-21391835831,96.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,1.59
2015-08-20,-68752272861,-46635899950,95.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.42,-3.21
2015-08-21,-92722263502,-58339908828,94.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.27,-4.57
2015-08-24,-69739575169,-45404996720,93.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.49,-8.75
2015-08-25,-25797456690,-16279336855,94.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.63,-7.1
2015-08-26,-31995657310,-14738642692,95.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.27,-0.57
2015-08-27,-2381087877,4308567784,95.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34,5.95
2015-08-28,22277331538,14708004809,95.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82,4.26
2015-08-31,-43615493108,-22076644169,95.99,,,,,,5124,1.9,,6.1,57,36,-1.9,-8.8,10.9,11.2,-10.6,91335304,19051651,60239719,20.87,9671.33,6.2,2,-5.92,13.3,0.27,1356907.98,49.7,67.3,-0.82,0.73
2015-09-01,-18420129414,-1253018662,95.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.23,-0.13
2015-09-02,46716320595,42649201798,95.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,0.11
2015-09-03,,,96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-04,,,96.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,-38219892368,-28861997879,96.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.52,-3.43
2015-09-08,18538299898,11908600658,95.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,2.57
2015-09-09,4508189818,2952463358,95.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,1.96
2015-09-10,-21948241477,-11194689473,95.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.39,-1.23
2015-09-11,-8708388094,-4235559124,95.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,-0.31
2015-09-14,-59809895781,-27961355180,95.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.67,-1.97
2015-09-15,-27606190327,-15596697449,95.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.52,-3.93
2015-09-16,27291214668,16800775334,95.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89,4.98
2015-09-17,4942446804,1995169036,94.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1,-2.18
2015-09-18,-7941144805,-4530857782,95.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.44
2015-09-21,23496260827,8147697554,95.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,1.75
2015-09-22,-10691507239,-3417504196,96.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.93
2015-09-23,-30074576539,-22667350463,96.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.19,-2.28
2015-09-24,-12836366450,-5225670781,96.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.67
2015-09-25,-51742574063,-27083875792,96.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,-1.61
2015-09-28,9651201386,-1211985743,95.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.33
2015-09-29,-28891891450,-16033335952,95.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.02,-1.97
2015-09-30,-7816758776,-865858710,96.27,176597.7,6.9,58.4,43.4,-1.8,4563,-0.2,6.9,5.7,56.8,36,-1.7,-0.1,10.3,10.6,-5.8,87949952,33641531,60341515,94.88,10891.86,9.4,1.6,-5.94,13.1,0.21,1359824.06,49.8,67.3,0.48,0.76
2015-10-01,,,96.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-02,,,95.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-05,,,96.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-06,,,95.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-07,,,95.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,26143739676,12037850157,95.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,2.92
2015-10-09,11200551395,10799920203,94.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,1.32
2015-10-12,25665856062,14821325999,94.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28,3.22
